FID;SID;X;Y;Z;Radius
1;8;81.000;86.500;28.000;1.896
1;8;80.200;86.800;28.200;1.892
1;8;79.400;87.000;28.300;1.888
1;8;78.600;87.200;28.500;1.884
1;8;77.800;87.500;28.700;1.881
1;8;77.000;87.700;28.900;1.877
1;8;76.100;87.800;29.100;1.874
1;8;75.300;88.000;29.200;1.871
1;8;74.400;88.200;29.400;1.868
1;8;73.500;88.300;29.600;1.865
1;8;72.600;88.400;29.700;1.862
1;8;71.700;88.500;29.900;1.860
1;8;70.800;88.600;30.100;1.857
1;8;69.800;88.700;30.200;1.854
1;8;68.900;88.800;30.400;1.852
1;8;67.900;88.900;30.500;1.849
1;8;67.000;88.900;30.700;1.847
1;8;66.000;89.000;30.800;1.844
1;8;65.000;89.100;31.000;1.842
1;8;64.000;89.100;31.100;1.839
1;8;63.000;89.100;31.200;1.836
1;8;62.000;89.200;31.400;1.833
1;8;61.000;89.200;31.500;1.830
1;8;60.000;89.200;31.600;1.827
1;8;58.900;89.200;31.800;1.824
1;8;57.900;89.200;31.900;1.820
1;8;56.900;89.300;32.000;1.816
1;8;55.900;89.300;32.100;1.812
1;8;54.800;89.300;32.200;1.808
1;8;53.800;89.300;32.300;1.803
1;8;52.700;89.300;32.400;1.799
1;8;51.700;89.300;32.500;1.793
1;8;50.700;89.300;32.600;1.788
1;8;49.600;89.300;32.700;1.782
1;8;48.600;89.400;32.800;1.776
1;8;47.500;89.400;32.900;1.769
1;8;46.500;89.400;32.900;1.762
1;8;45.500;89.500;33.000;1.755
1;8;44.400;89.500;33.100;1.747
1;8;43.400;89.500;33.100;1.739
1;8;42.400;89.600;33.200;1.730
1;8;41.400;89.600;33.300;1.720
1;8;40.300;89.700;33.300;1.710
1;8;39.300;89.800;33.300;1.700
1;8;38.300;89.900;33.400;1.689
1;8;37.300;90.000;33.400;1.677
1;8;36.400;90.100;33.500;1.665
1;8;35.400;90.200;33.500;1.652
1;8;34.400;90.300;33.500;1.639
1;8;33.400;90.500;33.500;1.625
1;8;32.500;90.700;33.500;1.610
1;8;31.600;90.800;33.500;1.594
1;8;30.600;91.000;33.500;1.578
1;8;29.700;91.200;33.500;1.561
1;8;28.800;91.400;33.500;1.543
1;8;27.900;91.700;33.500;1.524
1;8;27.000;91.900;33.500;1.505
1;8;26.200;92.200;33.400;1.485
1;8;25.300;92.500;33.400;1.464
1;8;24.500;92.800;33.400;1.442
1;8;23.700;93.200;33.300;1.419
1;8;22.900;93.500;33.300;1.395
1;8;22.100;93.900;33.200;1.370
1;8;21.300;94.300;33.100;1.345
1;8;20.600;94.700;33.100;1.318
1;8;19.800;95.100;33.000;1.290
1;5;10.000;110.000;30.000;0.501
1;5;10.200;108.900;30.200;0.553
1;5;10.500;107.900;30.400;0.603
1;5;10.800;106.900;30.600;0.651
1;5;11.100;106.000;30.800;0.699
1;5;11.500;105.100;31.000;0.745
1;5;11.900;104.200;31.200;0.790
1;5;12.300;103.400;31.400;0.833
1;5;12.700;102.600;31.500;0.875
1;5;13.200;101.800;31.700;0.916
1;5;13.700;101.000;31.800;0.956
1;5;14.200;100.300;32.000;0.995
1;5;14.700;99.600;32.100;1.032
1;5;15.300;99.000;32.300;1.068
1;5;15.900;98.300;32.400;1.103
1;5;16.500;97.700;32.500;1.137
1;5;17.100;97.200;32.600;1.170
1;5;17.800;96.600;32.700;1.202
1;5;18.400;96.100;32.800;1.232
1;5;19.100;95.600;32.900;1.262
1;5;19.800;95.100;33.000;1.290
1;6;19.800;95.100;33.000;1.290
1;6;20.200;94.300;33.300;1.280
1;6;20.500;93.500;33.600;1.270
1;6;20.900;92.700;33.900;1.260
1;6;21.200;92.000;34.200;1.249
1;6;21.600;91.200;34.400;1.239
1;6;21.900;90.400;34.700;1.229
1;6;22.300;89.700;34.900;1.219
1;6;22.600;88.900;35.100;1.209
1;6;23.000;88.200;35.400;1.199
1;6;23.300;87.500;35.600;1.189
1;6;23.700;86.800;35.800;1.180
1;6;24.100;86.100;36.000;1.170
1;6;24.400;85.400;36.100;1.160
1;6;24.800;84.700;36.300;1.151
1;6;25.200;84.000;36.400;1.141
1;6;25.500;83.300;36.600;1.132
1;6;25.900;82.600;36.700;1.122
1;6;26.300;82.000;36.800;1.113
1;6;26.700;81.300;37.000;1.104
1;6;27.100;80.700;37.100;1.095
1;6;27.400;80.100;37.100;1.086
1;6;27.800;79.400;37.200;1.076
1;6;28.200;78.800;37.300;1.067
1;6;28.600;78.200;37.400;1.059
1;6;29.000;77.600;37.400;1.050
1;6;29.400;77.000;37.500;1.041
1;6;29.800;76.400;37.500;1.032
1;6;30.200;75.900;37.500;1.023
1;6;30.600;75.300;37.500;1.015
1;6;31.000;74.700;37.500;1.006
1;6;31.400;74.200;37.500;0.998
1;6;31.800;73.600;37.500;0.989
1;6;32.200;73.100;37.500;0.981
1;6;32.600;72.500;37.500;0.973
1;6;33.000;72.000;37.400;0.964
1;6;33.400;71.500;37.400;0.956
1;6;33.900;71.000;37.400;0.948
1;6;34.300;70.500;37.300;0.940
1;6;34.700;70.000;37.200;0.932
1;6;35.100;69.500;37.200;0.924
1;6;35.500;69.000;37.100;0.916
1;6;36.000;68.500;37.000;0.909
1;6;36.400;68.000;36.900;0.901
1;6;36.800;67.600;36.800;0.893
1;6;37.200;67.100;36.700;0.886
1;6;37.700;66.600;36.500;0.878
1;6;38.100;66.200;36.400;0.871
1;6;38.500;65.700;36.300;0.863
1;6;39.000;65.300;36.200;0.856
1;6;39.400;64.900;36.000;0.849
1;6;39.800;64.400;35.900;0.842
1;6;40.300;64.000;35.700;0.834
1;6;40.700;63.600;35.500;0.827
1;6;41.200;63.200;35.400;0.820
1;6;41.600;62.800;35.200;0.814
1;6;42.100;62.400;35.000;0.807
1;6;42.500;62.000;34.800;0.800
1;6;43.000;61.600;34.600;0.793
1;6;43.400;61.200;34.400;0.787
1;6;43.900;60.800;34.200;0.780
1;6;44.300;60.400;34.000;0.774
1;6;44.800;60.000;33.800;0.767
1;6;45.200;59.700;33.600;0.761
1;6;45.700;59.300;33.400;0.755
1;6;46.100;58.900;33.100;0.748
1;6;46.600;58.600;32.900;0.742
1;6;47.100;58.200;32.700;0.736
1;6;47.500;57.900;32.400;0.730
1;6;48.000;57.500;32.200;0.724
1;6;48.500;57.200;31.900;0.718
1;6;48.900;56.900;31.700;0.713
1;6;49.400;56.500;31.400;0.707
1;6;49.900;56.200;31.100;0.701
1;6;50.300;55.900;30.900;0.696
1;6;50.800;55.600;30.600;0.690
1;6;51.300;55.200;30.300;0.685
1;6;51.800;54.900;30.100;0.680
1;6;52.200;54.600;29.800;0.674
1;6;52.700;54.300;29.500;0.669
1;6;53.200;54.000;29.200;0.664
1;6;53.700;53.700;28.900;0.659
1;6;54.200;53.400;28.600;0.654
1;6;54.600;53.100;28.300;0.649
1;6;55.100;52.800;28.100;0.644
1;6;55.600;52.500;27.800;0.639
1;6;56.100;52.200;27.500;0.635
1;6;56.600;51.900;27.200;0.630
1;6;57.100;51.600;26.800;0.626
1;6;57.600;51.400;26.500;0.621
1;6;58.100;51.100;26.200;0.617
1;6;58.500;50.800;25.900;0.612
1;6;59.000;50.500;25.600;0.608
1;6;59.500;50.300;25.300;0.604
1;6;60.000;50.000;25.000;0.600
1;6;60.500;49.700;24.700;0.596
1;6;61.000;49.500;24.400;0.592
1;6;61.500;49.200;24.000;0.588
1;6;62.000;48.900;23.700;0.584
1;6;62.500;48.700;23.400;0.580
1;6;63.000;48.400;23.100;0.577
1;6;63.500;48.100;22.800;0.573
1;6;64.000;47.900;22.400;0.570
1;6;64.500;47.600;22.100;0.566
1;6;65.000;47.400;21.800;0.563
1;6;65.500;47.100;21.500;0.560
1;6;66.000;46.900;21.200;0.557
1;6;66.500;46.600;20.800;0.553
1;6;67.000;46.300;20.500;0.550
1;6;67.600;46.100;20.200;0.547
1;6;68.100;45.800;19.900;0.545
1;6;68.600;45.600;19.600;0.542
1;6;69.100;45.300;19.300;0.539
1;6;69.600;45.100;18.900;0.536
1;6;70.100;44.800;18.600;0.534
1;6;70.600;44.600;18.300;0.531
1;6;71.100;44.300;18.000;0.529
1;6;71.700;44.100;17.700;0.527
1;6;72.200;43.800;17.400;0.524
1;6;72.700;43.600;17.100;0.522
1;6;73.200;43.300;16.800;0.520
1;6;73.700;43.100;16.500;0.518
1;6;74.200;42.800;16.200;0.516
1;6;74.800;42.600;15.900;0.514
1;6;75.300;42.300;15.600;0.512
1;6;75.800;42.100;15.300;0.511
1;6;76.300;41.800;15.000;0.509
1;6;76.800;41.600;14.700;0.508
1;6;77.400;41.300;14.400;0.506
1;6;77.900;41.100;14.100;0.505
1;6;78.400;40.800;13.800;0.503
1;6;78.900;40.500;13.600;0.502
1;6;79.400;40.300;13.300;0.501
1;6;80.000;40.000;13.000;0.500
1;6;80.500;39.800;12.800;0.499
1;6;81.000;39.500;12.500;0.498
1;6;81.500;39.200;12.200;0.497
1;6;82.100;39.000;12.000;0.497
1;6;82.600;38.700;11.700;0.496
1;6;83.100;38.400;11.500;0.495
1;6;83.600;38.100;11.200;0.495
1;6;84.200;37.900;11.000;0.495
1;6;84.700;37.600;10.800;0.494
1;6;85.200;37.300;10.500;0.494
1;6;85.700;37.000;10.300;0.494
1;6;86.300;36.700;10.100;0.494
1;6;86.800;36.500;9.900;0.494
1;6;87.300;36.200;9.600;0.494
1;6;87.900;35.900;9.400;0.494
1;6;88.400;35.600;9.200;0.494
1;6;88.900;35.300;9.000;0.495
1;6;89.500;35.000;8.800;0.495
1;6;90.000;34.700;8.700;0.496
1;6;90.500;34.400;8.500;0.496
1;6;91.000;34.100;8.300;0.497
1;6;91.600;33.800;8.100;0.498
1;6;92.100;33.400;8.000;0.499
1;6;92.600;33.100;7.800;0.500
1;6;93.200;32.800;7.700;0.501
1;6;93.700;32.500;7.500;0.502
1;6;94.200;32.100;7.400;0.503
1;6;94.800;31.800;7.300;0.504
1;6;95.300;31.500;7.200;0.505
1;6;95.800;31.100;7.000;0.507
1;6;96.300;30.800;6.900;0.508
1;6;96.900;30.400;6.800;0.510
1;6;97.400;30.100;6.700;0.512
1;6;97.900;29.700;6.600;0.514
1;6;98.500;29.400;6.600;0.516
1;6;99.000;29.000;6.500;0.517
1;6;99.500;28.600;6.400;0.520
1;6;100.100;28.300;6.400;0.522
1;6;100.600;27.900;6.300;0.524
1;6;101.100;27.500;6.300;0.526
1;6;101.700;27.100;6.300;0.529
1;6;102.200;26.700;6.200;0.531
1;6;102.700;26.300;6.200;0.534
1;6;103.200;25.900;6.200;0.536
1;6;103.800;25.500;6.200;0.539
1;6;104.300;25.100;6.200;0.542
1;6;104.800;24.700;6.200;0.545
1;6;105.400;24.300;6.300;0.548
1;6;105.900;23.800;6.300;0.551
1;6;106.400;23.400;6.400;0.554
1;6;107.000;23.000;6.400;0.558
1;6;107.500;22.500;6.500;0.561
1;6;108.000;22.100;6.600;0.564
1;6;108.500;21.600;6.700;0.568
1;6;109.100;21.100;6.700;0.572
1;6;109.600;20.700;6.900;0.575
1;6;110.100;20.200;7.000;0.579
1;6;110.600;19.700;7.100;0.583
1;6;111.200;19.200;7.200;0.587
1;6;111.700;18.700;7.400;0.591
1;6;112.200;18.200;7.500;0.595
1;6;112.800;17.700;7.700;0.600
1;6;113.300;17.200;7.900;0.604
1;6;113.800;16.700;8.100;0.609
1;6;114.300;16.100;8.300;0.613
1;6;114.800;15.600;8.500;0.618
1;7;114.800;15.600;8.500;0.618
1;7;115.500;15.100;8.300;0.600
1;7;116.200;14.600;8.100;0.584
1;7;117.000;14.200;7.900;0.569
1;7;117.700;13.700;7.700;0.556
1;7;118.500;13.300;7.600;0.545
1;7;119.200;12.900;7.400;0.535
1;7;120.000;12.500;7.200;0.527
1;7;120.900;12.100;7.000;0.521
1;7;121.700;11.700;6.800;0.517
1;7;122.500;11.400;6.600;0.516
1;7;123.400;11.000;6.400;0.516
1;7;124.300;10.700;6.300;0.518
1;7;125.200;10.400;6.100;0.523
1;7;126.100;10.100;5.900;0.529
1;7;127.000;9.900;5.700;0.538
1;7;128.000;9.600;5.500;0.550
1;7;129.000;9.400;5.400;0.564
1;7;130.000;9.200;5.200;0.580
1;7;131.000;9.000;5.000;0.599
2;9;110.000;110.000;5.000;0.800
2;9;110.500;109.000;4.200;0.790
2;9;110.900;108.000;3.400;0.781
2;9;111.400;107.100;2.700;0.773
2;9;111.800;106.200;2.000;0.766
2;9;112.200;105.300;1.400;0.760
2;9;112.600;104.400;0.800;0.755
2;9;113.000;103.600;0.300;0.751
2;9;113.400;102.800;-0.200;0.748
2;9;113.800;102.000;-0.600;0.746
2;9;114.100;101.300;-1.000;0.744
2;9;114.500;100.600;-1.400;0.744
2;9;114.800;99.900;-1.700;0.744
2;9;115.200;99.200;-1.900;0.746
2;9;115.500;98.500;-2.200;0.748
2;9;115.800;97.900;-2.400;0.750
2;9;116.100;97.300;-2.500;0.754
2;9;116.400;96.700;-2.600;0.758
2;9;116.700;96.100;-2.700;0.763
2;9;116.900;95.600;-2.700;0.769
2;9;117.200;95.100;-2.700;0.775
2;9;117.500;94.600;-2.700;0.782
2;9;117.700;94.100;-2.600;0.789
2;9;117.900;93.600;-2.500;0.797
2;9;118.200;93.200;-2.400;0.806
2;9;118.400;92.800;-2.200;0.815
2;9;118.600;92.400;-2.000;0.825
2;9;118.900;92.000;-1.800;0.835
2;9;119.100;91.600;-1.600;0.845
2;9;119.300;91.200;-1.300;0.856
2;9;119.500;90.900;-1.000;0.868
2;9;119.700;90.500;-0.600;0.879
2;9;119.900;90.200;-0.300;0.891
2;9;120.000;89.900;0.100;0.904
2;9;120.200;89.600;0.500;0.917
2;9;120.400;89.300;1.000;0.929
2;9;120.600;89.100;1.400;0.943
2;9;120.800;88.800;1.900;0.956
2;9;120.900;88.600;2.400;0.970
2;9;121.100;88.300;2.900;0.984
2;9;121.300;88.100;3.400;0.998
2;9;121.400;87.900;4.000;1.012
2;9;121.600;87.600;4.500;1.026
2;9;121.800;87.400;5.100;1.040
2;9;121.900;87.200;5.700;1.054
2;9;122.100;87.000;6.300;1.069
2;9;122.300;86.900;6.900;1.083
2;9;122.400;86.700;7.600;1.098
2;9;122.600;86.500;8.200;1.112
2;9;122.800;86.300;8.900;1.126
2;9;122.900;86.200;9.500;1.140
2;9;123.100;86.000;10.200;1.154
2;9;123.300;85.800;10.900;1.168
2;9;123.400;85.700;11.600;1.182
2;9;123.600;85.500;12.300;1.195
2;9;123.800;85.300;13.000;1.209
2;9;124.000;85.200;13.700;1.222
2;9;124.100;85.000;14.400;1.235
2;9;124.300;84.900;15.100;1.247
2;9;124.500;84.700;15.900;1.259
2;9;124.700;84.500;16.600;1.271
2;9;124.900;84.400;17.300;1.283
2;9;125.100;84.200;18.000;1.294
2;9;125.300;84.000;18.700;1.304
2;9;125.500;83.900;19.500;1.315
2;9;125.800;83.700;20.200;1.325
2;9;126.000;83.500;20.900;1.334
2;9;126.200;83.300;21.600;1.343
2;9;126.500;83.100;22.300;1.351
2;9;126.700;82.900;23.000;1.359
2;9;127.000;82.700;23.700;1.366
2;9;127.200;82.500;24.400;1.372
2;9;127.500;82.200;25.000;1.378
2;9;127.800;82.000;25.700;1.383
2;9;128.100;81.700;26.300;1.388
2;9;128.400;81.500;27.000;1.392
2;9;128.700;81.200;27.600;1.395
2;9;129.000;80.900;28.200;1.397
2;9;129.300;80.600;28.800;1.399
2;9;129.600;80.300;29.400;1.400
2;9;130.000;80.000;30.000;1.399
2;9;130.300;79.700;30.500;1.399
2;9;130.700;79.300;31.000;1.397
2;9;131.100;79.000;31.600;1.394
2;9;131.500;78.600;32.100;1.391
2;9;131.900;78.200;32.600;1.387
2;9;132.300;77.800;33.000;1.382
2;9;132.700;77.400;33.500;1.377
2;9;133.100;77.000;33.900;1.371
2;9;133.500;76.600;34.400;1.365
2;9;133.900;76.100;34.800;1.358
2;9;134.300;75.700;35.200;1.350
2;9;134.800;75.200;35.600;1.343
2;9;135.200;74.700;36.000;1.334
2;9;135.600;74.300;36.300;1.326
2;9;136.000;73.800;36.700;1.317
2;9;136.500;73.300;37.000;1.307
2;9;136.900;72.700;37.400;1.298
2;9;137.300;72.200;37.700;1.288
2;9;137.700;71.700;38.000;1.278
2;9;138.200;71.100;38.300;1.268
2;9;138.600;70.600;38.600;1.258
2;9;139.000;70.000;38.900;1.248
2;9;139.400;69.400;39.100;1.238
2;9;139.800;68.900;39.400;1.227
2;9;140.200;68.300;39.700;1.217
2;9;140.500;67.700;39.900;1.207
2;9;140.900;67.100;40.200;1.197
2;9;141.300;66.500;40.400;1.187
2;9;141.600;65.900;40.600;1.178
2;9;142.000;65.200;40.900;1.168
2;9;142.300;64.600;41.100;1.159
2;9;142.600;64.000;41.300;1.150
2;9;142.900;63.300;41.500;1.142
2;9;143.200;62.700;41.700;1.134
2;9;143.500;62.000;41.900;1.126
2;9;143.700;61.400;42.100;1.119
2;9;144.000;60.700;42.300;1.112
2;9;144.200;60.100;42.500;1.106
2;9;144.400;59.400;42.600;1.101
2;9;144.600;58.700;42.800;1.096
2;9;144.700;58.000;43.000;1.091
2;9;144.900;57.400;43.200;1.088
2;9;145.000;56.700;43.400;1.085
2;9;145.100;56.000;43.500;1.083
2;9;145.200;55.300;43.700;1.082
2;9;145.200;54.600;43.900;1.081
2;9;145.200;53.900;44.000;1.082
2;9;145.300;53.200;44.200;1.083
2;9;145.200;52.500;44.400;1.085
2;9;145.200;51.800;44.600;1.088
2;9;145.100;51.100;44.700;1.093
2;9;145.000;50.400;44.900;1.098
2;9;144.900;49.700;45.100;1.105
2;9;144.700;49.000;45.300;1.112
2;9;144.500;48.200;45.400;1.121
2;9;144.300;47.500;45.600;1.130
2;9;144.100;46.800;45.800;1.141
2;9;143.800;46.100;46.000;1.152
2;9;143.600;45.400;46.200;1.163
2;9;143.300;44.700;46.400;1.175
2;9;143.000;44.000;46.600;1.188
2;9;142.800;43.300;46.700;1.201
2;9;142.500;42.600;46.900;1.214
2;9;142.200;41.900;47.100;1.228
2;9;141.900;41.200;47.300;1.241
2;9;141.600;40.500;47.500;1.255
2;9;141.300;39.900;47.600;1.268
2;9;141.100;39.200;47.800;1.281
2;9;140.800;38.500;48.000;1.294
2;9;140.600;37.800;48.200;1.307
2;9;140.400;37.200;48.300;1.319
2;9;140.200;36.500;48.500;1.331
2;9;140.000;35.900;48.700;1.342
2;9;139.800;35.300;48.800;1.352
2;9;139.700;34.600;49.000;1.362
2;9;139.600;34.000;49.100;1.370
2;9;139.600;33.400;49.300;1.378
2;9;139.600;32.800;49.400;1.384
2;9;139.600;32.200;49.500;1.389
2;9;139.700;31.600;49.700;1.394
2;9;139.800;31.000;49.800;1.396
2;9;139.900;30.500;49.900;1.397
2;9;140.200;29.900;50.000;1.397
2;9;140.400;29.400;50.100;1.395
2;9;140.700;28.900;50.200;1.392
2;9;141.100;28.300;50.300;1.387
2;9;141.500;27.800;50.400;1.380
2;9;141.900;27.300;50.400;1.372
2;9;142.400;26.800;50.500;1.363
2;9;142.900;26.300;50.600;1.352
2;9;143.400;25.800;50.600;1.340
2;9;144.000;25.400;50.600;1.327
2;9;144.500;24.900;50.600;1.312
2;9;145.100;24.400;50.600;1.296
2;9;145.600;23.900;50.600;1.279
2;9;146.200;23.400;50.600;1.261
2;9;146.800;23.000;50.600;1.241
2;9;147.300;22.500;50.500;1.221
2;9;147.900;22.000;50.400;1.199
2;9;148.400;21.500;50.400;1.176
2;9;148.900;21.000;50.300;1.153
2;9;149.400;20.500;50.100;1.128
2;9;149.900;20.000;50.000;1.103
2;9;150.300;19.500;49.800;1.076
2;9;150.700;18.900;49.700;1.049
2;9;151.100;18.400;49.500;1.021
2;9;151.400;17.900;49.300;0.992
2;9;151.600;17.300;49.000;0.963
2;9;151.800;16.700;48.800;0.933
2;9;152.000;16.100;48.500;0.902
2;9;152.100;15.500;48.200;0.870
2;9;152.100;14.900;47.900;0.838
2;9;152.000;14.300;47.600;0.805
2;9;151.900;13.600;47.200;0.772
2;9;151.700;12.900;46.800;0.738
2;9;151.400;12.200;46.400;0.704
2;9;151.100;11.500;46.000;0.670
2;9;150.600;10.800;45.500;0.635
2;9;150.000;10.000;45.000;0.599
3;10;78.000;70.000;42.900;0.800
3;10;78.100;67.100;43.300;0.780
3;10;78.200;64.300;43.700;0.761
3;10;78.300;61.600;44.000;0.744
3;10;78.400;59.000;44.300;0.729
3;10;78.400;56.500;44.600;0.715
3;10;78.400;54.100;44.800;0.702
3;10;78.400;51.800;45.000;0.692
3;10;78.400;49.500;45.100;0.682
3;10;78.300;47.400;45.300;0.674
3;10;78.300;45.300;45.300;0.667
3;10;78.200;43.300;45.400;0.662
3;10;78.100;41.400;45.400;0.658
3;10;78.000;39.600;45.300;0.655
3;10;77.800;37.800;45.300;0.654
3;10;77.700;36.200;45.200;0.653
3;10;77.500;34.600;45.100;0.654
3;10;77.300;33.000;44.900;0.656
3;10;77.100;31.600;44.700;0.659
3;10;76.900;30.200;44.500;0.663
3;10;76.700;28.900;44.300;0.668
3;10;76.500;27.700;44.000;0.674
3;10;76.200;26.600;43.700;0.681
3;10;76.000;25.500;43.400;0.689
3;10;75.700;24.500;43.000;0.697
3;10;75.400;23.500;42.700;0.707
3;10;75.100;22.600;42.300;0.717
3;10;74.800;21.800;41.900;0.728
3;10;74.500;21.000;41.400;0.740
3;10;74.200;20.300;41.000;0.753
3;10;73.900;19.700;40.500;0.766
3;10;73.500;19.100;40.000;0.780
3;10;73.200;18.600;39.500;0.794
3;10;72.800;18.200;39.000;0.809
3;10;72.500;17.800;38.400;0.825
3;10;72.100;17.400;37.900;0.841
3;10;71.800;17.100;37.300;0.857
3;10;71.400;16.900;36.700;0.874
3;10;71.000;16.700;36.100;0.891
3;10;70.700;16.600;35.500;0.909
3;10;70.300;16.500;34.900;0.927
3;10;69.900;16.400;34.200;0.945
3;10;69.600;16.400;33.600;0.963
3;10;69.200;16.500;32.900;0.982
3;10;68.800;16.600;32.300;1.001
3;10;68.400;16.700;31.600;1.020
3;10;68.000;16.900;30.900;1.039
3;10;67.700;17.100;30.200;1.058
3;10;67.300;17.400;29.600;1.077
3;10;66.900;17.700;28.900;1.096
3;10;66.600;18.000;28.200;1.115
3;10;66.200;18.400;27.500;1.134
3;10;65.900;18.800;26.800;1.153
3;10;65.500;19.300;26.100;1.172
3;10;65.200;19.700;25.400;1.191
3;10;64.800;20.200;24.700;1.209
3;10;64.500;20.800;24.000;1.227
3;10;64.200;21.400;23.300;1.245
3;10;63.900;22.000;22.600;1.263
3;10;63.600;22.600;22.000;1.280
3;10;63.300;23.200;21.300;1.297
3;10;63.000;23.900;20.600;1.313
3;10;62.700;24.600;19.900;1.329
3;10;62.400;25.300;19.300;1.344
3;10;62.200;26.100;18.600;1.359
3;10;61.900;26.800;18.000;1.373
3;10;61.700;27.600;17.400;1.387
3;10;61.500;28.400;16.700;1.400
3;10;61.300;29.200;16.100;1.413
3;10;61.100;30.000;15.500;1.424
3;10;60.900;30.900;15.000;1.435
3;10;60.700;31.700;14.400;1.446
3;10;60.600;32.600;13.800;1.455
3;10;60.500;33.500;13.300;1.463
3;10;60.300;34.400;12.800;1.471
3;10;60.300;35.300;12.300;1.478
3;10;60.200;36.200;11.800;1.484
3;10;60.100;37.100;11.300;1.488
3;10;60.100;38.000;10.900;1.492
3;10;60.100;38.900;10.500;1.495
3;10;60.100;39.900;10.100;1.497
3;10;60.100;40.800;9.700;1.497
3;10;60.100;41.700;9.300;1.497
3;10;60.200;42.600;9.000;1.495
3;10;60.300;43.600;8.700;1.492
3;10;60.400;44.500;8.400;1.489
3;10;60.500;45.400;8.100;1.484
3;10;60.600;46.300;7.900;1.479
3;10;60.800;47.300;7.600;1.472
3;10;60.900;48.200;7.400;1.465
3;10;61.100;49.100;7.200;1.457
3;10;61.300;50.100;7.100;1.448
3;10;61.500;51.000;6.900;1.439
3;10;61.700;52.000;6.800;1.428
3;10;61.900;52.900;6.700;1.417
3;10;62.200;53.900;6.600;1.406
3;10;62.400;54.800;6.500;1.394
3;10;62.700;55.800;6.400;1.381
3;10;63.000;56.700;6.400;1.368
3;10;63.200;57.700;6.400;1.354
3;10;63.500;58.700;6.400;1.340
3;10;63.800;59.600;6.400;1.326
3;10;64.100;60.600;6.400;1.311
3;10;64.400;61.600;6.500;1.296
3;10;64.700;62.500;6.500;1.280
3;10;65.000;63.500;6.600;1.265
3;10;65.300;64.500;6.700;1.249
3;10;65.600;65.500;6.800;1.232
3;10;66.000;66.500;7.000;1.216
3;10;66.300;67.500;7.100;1.200
3;10;66.600;68.500;7.300;1.183
3;10;66.900;69.500;7.400;1.167
3;10;67.200;70.500;7.600;1.150
3;10;67.500;71.500;7.800;1.133
3;10;67.800;72.500;8.000;1.117
3;10;68.200;73.600;8.300;1.101
3;10;68.500;74.600;8.500;1.084
3;10;68.800;75.600;8.800;1.068
3;10;69.000;76.700;9.000;1.052
3;10;69.300;77.700;9.300;1.037
3;10;69.600;78.700;9.600;1.021
3;10;69.900;79.800;9.900;1.006
3;10;70.100;80.900;10.200;0.992
3;10;70.400;81.900;10.500;0.978
3;10;70.600;83.000;10.900;0.964
3;10;70.900;84.000;11.200;0.950
3;10;71.100;85.100;11.600;0.937
3;10;71.300;86.200;11.900;0.924
3;10;71.500;87.200;12.300;0.911
3;10;71.700;88.300;12.700;0.899
3;10;71.900;89.400;13.100;0.887
3;10;72.100;90.400;13.500;0.876
3;10;72.300;91.400;13.900;0.865
3;10;72.500;92.500;14.300;0.854
3;10;72.700;93.500;14.800;0.844
3;10;72.800;94.500;15.200;0.833
3;10;73.000;95.500;15.700;0.824
3;10;73.100;96.500;16.100;0.814
3;10;73.300;97.400;16.600;0.805
3;10;73.400;98.400;17.000;0.796
3;10;73.600;99.300;17.500;0.788
3;10;73.700;100.200;18.000;0.780
3;10;73.800;101.100;18.400;0.772
3;10;73.900;101.900;18.900;0.764
3;10;74.000;102.800;19.400;0.757
3;10;74.100;103.600;19.900;0.750
3;10;74.200;104.400;20.400;0.744
3;10;74.300;105.100;20.900;0.738
3;10;74.400;105.800;21.400;0.732
3;10;74.500;106.500;21.900;0.726
3;10;74.600;107.200;22.400;0.721
3;10;74.700;107.800;22.900;0.716
3;10;74.800;108.400;23.400;0.711
3;10;74.900;108.900;23.900;0.707
3;10;74.900;109.400;24.400;0.703
3;10;75.000;109.900;24.900;0.699
3;10;75.100;110.300;25.500;0.696
3;10;75.200;110.700;26.000;0.693
3;10;75.200;111.100;26.500;0.690
3;10;75.300;111.400;27.000;0.687
3;10;75.300;111.600;27.500;0.685
3;10;75.400;111.800;28.000;0.683
3;10;75.500;112.000;28.500;0.681
3;10;75.500;112.100;29.000;0.680
3;10;75.600;112.100;29.500;0.679
3;10;75.600;112.100;30.000;0.678
3;10;75.700;112.000;30.500;0.677
3;10;75.700;111.900;31.000;0.677
3;10;75.800;111.700;31.500;0.677
3;10;75.800;111.500;32.000;0.677
3;10;75.900;111.200;32.400;0.677
3;10;75.900;110.900;32.900;0.678
3;10;76.000;110.400;33.400;0.679
3;10;76.000;110.000;33.900;0.681
3;10;76.100;109.400;34.300;0.682
3;10;76.100;108.800;34.800;0.684
3;10;76.200;108.100;35.200;0.686
3;10;76.200;107.300;35.600;0.688
3;10;76.300;106.500;36.100;0.691
3;10;76.300;105.600;36.500;0.694
3;10;76.400;104.600;36.900;0.697
3;10;76.400;103.600;37.300;0.700
3;10;76.500;102.400;37.700;0.704
3;10;76.600;101.200;38.100;0.708
3;10;76.600;99.900;38.500;0.712
3;10;76.700;98.600;38.900;0.716
3;10;76.800;97.100;39.200;0.720
3;10;76.800;95.600;39.600;0.725
3;10;76.900;93.900;39.900;0.730
3;10;77.000;92.200;40.200;0.735
